Volcano,Event,Magnitude,VEI,SampleID,SampleObservationID,IGSN,Location,Latitude,Longitude,Authors,DOI,TypeOfRegister,TypeOfAnalysis,AnalyzedMaterial,AnalyticalTechnique,TypeOfSection,SectionID,SubSectionID,SubSection_DistanceFromTop_cm,HistoricalAge,RadiocarbonAge,RadiocarbonAgeError,RadiocarbonLabCode,StratigraphicPosition,Ar40Ar39_Age,Ar40Ar39_Age_Error,DepositColor,DepositThickness_cm,GrainSize_min,GrainSize_max,SiO2,TiO2,Al2O3,FeO,Fe2O3,Fe2O3T,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,Cl,LOI,Total,SiO2_normalized,TiO2_normalized,Al2O3_normalized,FeOT_normalized,MnO_normalized,MgO_normalized,CaO_normalized,Na2O_normalized,K2O_normalized,P2O5_normalized,Cl_normalized,Total_normalization,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,La_Yb,Zr_Nb,Sr87_Sr86,Sr87_Sr86_2SE,Nd143_Nd144,Nd143_Nd144_2SE,MeasurementRun,Comments,Flag,FlagDescription
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_17,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,56.8987,1.353,14.8857,,,,10.2581,0.2583,3.8489,7.2223,3.2701,1.0257,0.2723,,,99.2931,57.30378042,1.362632449,14.99167616,10.33113076,0.260138922,3.876301576,7.273717912,3.29338091,1.033002293,0.274238593,,99.2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_19,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,56.8856,1.2973,15.1486,,,,9.6731,0.2109,3.6941,7.2356,3.8196,0.9663,0.3133,,,99.2444,57.3187001,1.30717703,15.26393429,9.746746416,0.212505693,3.722225133,7.290688442,3.848680631,0.973656952,0.315685318,,99.2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_2,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.6151,1.3303,15.4135,,,,9.3066,0.1498,3.9821,7.6589,3.6367,0.8621,0.2771,,,100.2322,57.48162766,1.327218199,15.37779277,9.285040137,0.14945297,3.972874984,7.641157233,3.628275145,0.860102841,0.276458064,,100.2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_20,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.3595,1.409,15.2093,,,,9.5821,0.1986,3.6464,7.2948,4.0364,1.028,0.2909,,,100.055,57.32796962,1.408225476,15.20093948,9.576832742,0.19849083,3.644395582,7.290790065,4.0341812,1.027434911,0.290740093,,100.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_22,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.8535,1.4396,14.9874,,,,9.7206,0.2309,3.6106,7.041,3.5652,0.9853,0.2586,,,99.6927,58.03183182,1.444037527,15.03359825,9.750563482,0.231611743,3.621729575,7.062703688,3.576189631,0.98833716,0.259397127,,99.6927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_23,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.5494,1.34,15.2134,,,,9.9057,0.1636,3.4833,7.3698,3.7865,0.8694,0.2983,,,99.9794,57.56125762,1.340276097,15.21653461,9.907740995,0.163633709,3.484017708,7.371318492,3.78728018,0.869579133,0.298361462,,99.9794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_24,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.0822,1.3893,15.3049,,,,9.3695,0.1671,3.657,7.3284,3.7562,0.9551,0.2749,,,99.2846,57.49350856,1.399310669,15.4151802,9.437012387,0.168304047,3.683350691,7.381205142,3.783265481,0.961982019,0.276880805,,99.2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_25,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.9975,1.4069,15.6094,,,,9.329,0.1279,3.7663,7.5903,3.5812,0.842,0.2639,,,100.5144,57.70068766,1.399699943,15.52951617,9.281257213,0.127245449,3.747025302,7.551455314,3.562872583,0.837690918,0.262549446,,100.5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_26,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,55.9177,1.2951,14.7964,,,,9.4205,0.144,3.6565,7.1805,3.7428,0.9121,0.2669,,,97.3325,57.45018365,1.330593584,15.20191098,9.678678756,0.147946472,3.756710246,7.377289189,3.845375388,0.937097064,0.274214676,,97.3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_27,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.5322,1.4635,15.0271,,,,10.1941,0.2162,3.4752,7.2436,3.2504,0.8725,0.2522,,,99.527,57.80562059,1.470455253,15.09851598,10.24254725,0.217227486,3.491715816,7.278025059,3.265847458,0.876646538,0.253398575,,99.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_28,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.5736,1.4655,15.2238,,,,10.0609,0.1916,3.5497,7.4252,3.4539,1.0558,0.2796,,,100.2796,57.41307305,1.461413887,15.18135294,10.03284816,0.19106578,3.539802712,7.404497026,3.444269822,1.052856214,0.278820418,,100.2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_29,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,56.9496,1.365,15.1151,,,,9.4977,0.1151,3.6126,7.3273,3.9541,0.9483,0.288,,,99.1728,57.42461643,1.376385461,15.241175,9.576920285,0.116060049,3.642732685,7.388416985,3.987081135,0.956209767,0.290402207,,99.1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_3,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,56.5946,1.3434,15.6388,,,,9.5104,0.1523,3.5911,7.481,4.0307,0.8634,0.2819,,,99.4876,56.8860843,1.350319035,15.71934593,9.559382275,0.153084404,3.609595568,7.519530072,4.051459679,0.867846847,0.283351895,,99.4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_30,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.4691,1.3986,15.3039,,,,9.5882,0.1159,3.7225,7.2988,3.4756,0.8968,0.2414,,,99.5108,57.75162093,1.405475587,15.37913473,9.635336064,0.11646977,3.740799994,7.334681261,3.492686221,0.901208713,0.242586734,,99.5108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_4,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,56.7902,1.2601,15.2562,,,,10.2437,0.1207,3.7103,7.1782,3.6581,0.9571,0.2602,,,99.4348,57.11300269,1.267262568,15.34291817,10.30192649,0.121386074,3.731389815,7.219001798,3.678893104,0.962540278,0.26167901,,99.4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_5,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.2082,1.4102,15.4,,,,9.706,0.1216,3.6764,7.297,3.6882,1.0279,0.2259,,,99.7614,57.34502523,1.413572785,15.43683228,9.729213904,0.121890832,3.68519287,7.314452283,3.697021092,1.030358435,0.226440287,,99.7614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_6,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.3038,1.3977,15.4212,,,,9.4822,0.1906,3.5536,7.4865,3.3789,1.0519,0.2656,,,99.532,57.57324278,1.404271993,15.49371057,9.526785355,0.191496202,3.570309046,7.521701563,3.394787606,1.056846039,0.266848853,,99.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_7,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.3052,1.3726,15.4373,,,,10.1462,0.1725,3.5149,7.1134,3.7084,0.9084,0.2407,,,99.9196,57.35131045,1.373704458,15.44972158,10.15436411,0.172638802,3.517728254,7.119123776,3.711383953,0.909130941,0.240893679,,99.9196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD041B,12F2-A_9,,,-39.45070711,-71.55098343,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD041,CLD041B,,,,,,,,,,,,,57.5837,1.3012,15.4478,,,,9.7975,0.1429,3.8032,7.4445,3.46,0.9304,0.2523,,,100.1635,57.48970433,1.299076011,15.42258408,9.781507236,0.14266674,3.796991918,7.432348111,3.454352134,0.928881279,0.251888163,,100.1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_1,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,54.3936,1.3551,15.305,,,,9.5716,0.1535,3.731,7.4186,3.4056,0.8963,0.2807,,,96.511,56.36000041,1.404088653,15.85829595,9.91762597,0.159049228,3.865880573,7.686792179,3.528716934,0.928702428,0.290847675,,96.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_10,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.6502,1.4274,15.5294,,,,9.8682,0.1151,3.5631,6.8856,3.1731,0.9755,0.2318,,,99.4194,57.98687178,1.435735883,15.62009024,9.925829365,0.115772173,3.583908171,6.92581126,3.191630607,0.981196829,0.23315369,,99.4194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_11,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.7023,1.3552,16.0096,,,,9.4595,0.1281,3.4809,7.4836,3.6744,0.8549,0.2468,,,100.3953,57.47510093,1.349863988,15.94656324,9.422253831,0.127595615,3.467194181,7.454133809,3.659932288,0.851533887,0.245828241,,100.3953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_13,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.612,1.4043,15.3948,,,,9.4637,0.2381,3.483,7.1617,3.2577,1.0843,0.2947,,,99.3943,57.96308239,1.412857679,15.48861454,9.521370944,0.23955096,3.504225091,7.205342761,3.277552133,1.090907627,0.296495876,,99.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_14,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,56.8816,1.362,15.7403,,,,9.8139,0.1812,3.2056,7.2215,3.5292,1.03,0.2271,,,99.1924,57.34471593,1.373089067,15.86845363,9.893802348,0.182675286,3.231699203,7.280295668,3.557933874,1.038386005,0.228948992,,99.1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_15,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.5548,1.4056,15.5775,,,,9.4333,0.1788,3.5473,7.2524,3.6628,0.7862,0.2973,,,99.696,57.73030011,1.409886054,15.625,9.462064677,0.179345209,3.558116675,7.274514524,3.673968865,0.788597336,0.298206548,,99.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_16,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.6235,1.4191,15.5426,,,,9.9293,0.055,3.5034,6.9454,3.2996,1.139,0.3064,,,99.7633,57.76021844,1.422466979,15.57947662,9.952858416,0.055130494,3.511712223,6.961878767,3.307428684,1.14170241,0.30712697,,99.7633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_17,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,56.9625,1.3919,15.5515,,,,9.7176,0.1401,3.6786,7.5693,3.6118,1.0183,0.2573,,,99.8989,57.02014737,1.393308635,15.56723848,9.727434436,0.140241784,3.682322828,7.576960307,3.615455225,1.019330543,0.257560394,,99.8989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_18,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.8431,1.2966,15.8307,,,,8.1682,0.2188,3.7252,7.3671,4.2249,1.0248,0.2164,,,99.9158,57.89184493,1.297692657,15.84404068,8.17508342,0.218984385,3.728339262,7.373308326,4.228460364,1.025663609,0.216582362,,99.9158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_19,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.1587,1.3581,15.2709,,,,9.565,0.2363,3.8984,7.2619,2.9404,1.0618,0.2557,,,99.0072,57.73186193,1.37171842,15.42402977,9.66091355,0.238669511,3.937491415,7.334719091,2.969885018,1.072447256,0.258264045,,99.0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_2,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.1004,1.2821,15.5626,,,,9.5622,0.1624,3.6797,7.3924,3.4273,1.0119,0.2647,,,99.4457,57.4186717,1.289246292,15.64934432,9.615498709,0.163305201,3.700210266,7.43360447,3.446403414,1.017540225,0.26617541,,99.4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_20,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,56.4019,1.3656,15.051,,,,10.052,0.1771,3.331,6.8185,3.9019,1.2971,0.2925,,,98.6886,57.15138324,1.383746451,15.25100164,10.18557361,0.179453351,3.375263202,6.909106016,3.953749471,1.314336205,0.296386817,,98.6886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_21,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.4966,1.3196,15.6618,,,,9.5201,0.2187,3.6796,7.5414,3.2424,0.951,0.2491,,,99.8803,57.56550591,1.321181454,15.68056964,9.531509217,0.218962098,3.68400976,7.550437874,3.246285804,0.952139711,0.24939853,,99.8803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_22,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,56.1448,1.3598,15.2622,,,,9.8479,0.1039,3.8059,7.4895,3.7121,0.9321,0.2401,,,98.8983,56.77023771,1.3749478,15.43221673,9.957602911,0.105057418,3.848296685,7.572930981,3.753451778,0.942483339,0.242774648,,98.8983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_23,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.8285,1.5058,15.6485,,,,9.7462,0.1248,3.4859,7.3051,3.1073,1.0935,0.2356,,,100.0812,57.78158136,1.504578282,15.63580373,9.738292506,0.124698745,3.483071746,7.299173071,3.10477892,1.092612798,0.235408848,,100.0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_24,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.8899,1.427,15.4821,,,,9.275,0.2653,3.6202,7.6638,3.1843,0.8867,0.2699,,,99.9642,57.91063201,1.427511049,15.48764458,9.278321639,0.265395011,3.621496496,7.666544623,3.185440388,0.887017552,0.269996659,,99.9642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_25,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,56.9759,1.3389,15.5451,,,,8.9283,0.2671,4.0521,7.4868,3.7213,0.7498,0.2258,,,99.2911,57.38268586,1.348459227,15.65608599,8.992044604,0.269006991,4.081030425,7.540252852,3.747868641,0.755153282,0.227412125,,99.2911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_26,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,56.7932,1.4053,15.7194,,,,10.1904,0.1513,3.4901,6.7095,3.0669,1.0342,0.2988,,,98.8591,57.44863144,1.4215181,15.90081237,10.30800402,0.153046103,3.530378084,6.786932108,3.102294073,1.046135358,0.302248351,,98.8591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_27,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,58.0696,1.389,15.8107,,,,9.4082,0.1637,3.6681,7.0683,3.063,0.9691,0.2714,,,99.8811,58.13872695,1.390653487,15.8295213,9.419399666,0.163894871,3.672466563,7.076714213,3.066646242,0.970253632,0.271723079,,99.8811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_28,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.3202,1.3814,15.4635,,,,9.9671,0.1222,3.628,7.3599,3.1506,0.9183,0.2385,,,99.5497,57.5794804,1.387648582,15.53344711,10.01218487,0.122752756,3.644410782,7.393191542,3.164851326,0.92245381,0.239578823,,99.5497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_29,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.3845,1.2197,16.0029,,,,9.1692,0.2395,3.791,7.5138,3.4473,0.8035,0.2515,,,99.8229,57.48630825,1.221863921,16.03129142,9.185467463,0.239924907,3.797725772,7.527130548,3.453416,0.804925523,0.251946197,,99.8229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_3,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,56.5748,1.3163,15.4145,,,,9.7162,0.2276,3.7197,7.3626,3.6503,0.9626,0.2716,,,99.2162,57.02173637,1.326698664,15.53627331,9.792957199,0.229398022,3.749085331,7.420763948,3.679137076,0.970204463,0.273745618,,99.2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_30,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,57.6411,1.4628,15.6329,,,,9.9274,0.099,3.7403,7.3155,2.8307,0.8545,0.2777,,,99.7819,57.76709002,1.46599734,15.66706988,9.949098985,0.099216391,3.748475425,7.33148998,2.836887251,0.856367738,0.278306988,,99.7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
Villarrica,Pucón,5.7,5.0,CLD047A,12F2-G_4,,,-39.3473496,-71.62576014,"Fontijn et al., 2016",https://doi.org/10.1016/j.quascirev.2016.02.015,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,CLD047,CLD047A,,,,,,,,,,,,,55.0882,1.3228,15.2626,,,,9.3075,0.244,3.6104,7.3173,3.2757,0.7994,0.2565,,,96.4844,57.09544755,1.370998835,15.81872303,9.646637177,0.252890623,3.741952067,7.583920302,3.39505661,0.828527721,0.265846085,,96.4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21112,,,
